,Station,Year,Month,Day,Hour,Temperature,Dew Point,Pressure,Wind Direction,Wind Speed,Sky Condition,Precipitation 6H
1436,2003\010010,2003,3,4,16,14,6,10128,20,20,,
1437,2003\010010,2003,3,4,17,15,7,10134,70,10,,
1438,2003\010010,2003,3,4,18,15,8,10138,30,20,9,
1439,2003\010010,2003,3,4,19,17,10,10141,30,20,,
1440,2003\010010,2003,3,4,20,20,12,10148,220,10,,
1441,2003\010010,2003,3,4,21,20,11,10150,200,10,,
1442,2003\010010,2003,3,4,22,6,-3,10150,10,50,,
1443,2003\010010,2003,3,4,23,0,-9,10152,360,80,,
1444,2003\010010,2003,3,5,0,-2,-10,10153,350,100,8,
1445,2003\010010,2003,3,5,1,-3,-9,10152,340,90,,
1446,2003\010010,2003,3,5,2,-9,-14,10152,350,100,,
1447,2003\010010,2003,3,5,3,-8,-14,10147,360,100,,
1448,2003\010010,2003,3,5,4,-8,-15,10144,360,100,,
1449,2003\010010,2003,3,5,5,-7,-17,10138,350,100,,
1450,2003\010010,2003,3,5,6,-6,-16,10137,360,90,8,
1451,2003\010010,2003,3,5,7,-1,-11,10135,360,70,,
1452,2003\010010,2003,3,5,8,5,-9,10131,360,40,,
1453,2003\010010,2003,3,5,9,7,-7,10128,360,40,8,
1454,2003\010010,2003,3,5,10,5,-8,10127,10,50,,
1455,2003\010010,2003,3,5,11,8,-6,10121,20,30,,
1456,2003\010010,2003,3,5,12,12,-3,10114,230,20,8,8
1457,2003\010010,2003,3,5,13,10,-4,10111,190,20,,
1458,2003\010010,2003,3,5,14,8,-5,10104,240,40,,
1459,2003\010010,2003,3,5,15,8,-6,10100,280,10,8,
1460,2003\010010,2003,3,5,16,13,-1,10093,220,30,,
1461,2003\010010,2003,3,5,18,9,-5,10082,190,10,7,
1462,2003\010010,2003,3,5,19,3,-9,10078,230,30,,
1463,2003\010010,2003,3,5,20,5,-9,10074,280,20,,
1464,2003\010010,2003,3,5,21,5,-9,10070,230,30,,
1465,2003\010010,2003,3,5,22,5,-12,10065,220,50,,
1466,2003\010010,2003,3,5,23,7,-15,10061,230,40,,
1467,2003\010010,2003,3,6,0,5,-18,,340,60,7,0
1468,2003\010010,2003,3,6,1,6,-17,10054,260,20,,
1469,2003\010010,2003,3,6,2,1,-24,10052,360,90,,
1470,2003\010010,2003,3,6,3,-7,-24,10049,10,120,,
1471,2003\010010,2003,3,6,4,-8,-31,10051,10,120,,
1472,2003\010010,2003,3,6,5,-15,-30,10045,360,130,,
1473,2003\010010,2003,3,6,6,-18,-34,10044,10,130,7,
1474,2003\010010,2003,3,6,7,-20,-36,10040,360,150,,
1475,2003\010010,2003,3,6,8,-23,-38,10043,360,150,,
1476,2003\010010,2003,3,6,9,-26,-41,10045,360,150,7,
1477,2003\010010,2003,3,6,10,-30,-46,10043,360,150,,
1478,2003\010010,2003,3,6,11,-29,-46,10043,360,140,,
1479,2003\010010,2003,3,6,12,-25,-48,10041,10,130,6,
1480,2003\010010,2003,3,6,13,-29,-53,10043,20,160,,
1481,2003\010010,2003,3,6,14,-31,-59,10041,20,170,,
1482,2003\010010,2003,3,6,15,-33,-58,10041,10,140,7,
1483,2003\010010,2003,3,6,16,-40,-59,10041,360,150,,
1484,2003\010010,2003,3,6,17,-40,-60,10039,10,160,,
1485,2003\010010,2003,3,6,18,-35,-53,10041,10,130,7,
1486,2003\010010,2003,3,6,19,-39,-68,10043,20,140,,
1487,2003\010010,2003,3,6,20,-39,-80,10047,20,140,,
1488,2003\010010,2003,3,6,21,-43,-74,10050,10,110,,
1489,2003\010010,2003,3,6,22,-53,-72,10049,10,140,,
1490,2003\010010,2003,3,6,23,-57,-79,10056,20,160,,
1491,2003\010010,2003,3,7,0,-62,-81,10060,10,130,7,
1492,2003\010010,2003,3,7,1,-69,-84,10064,10,130,,
1493,2003\010010,2003,3,7,2,-76,-96,10069,10,120,,
1494,2003\010010,2003,3,7,3,-80,-108,10072,10,130,,
1495,2003\010010,2003,3,7,4,-88,-118,10074,20,110,,
1496,2003\010010,2003,3,7,5,-95,-136,10076,10,120,,
1497,2003\010010,2003,3,7,6,101,-142,10077,10,120,7,
1498,2003\010010,2003,3,7,7,105,-139,10078,10,90,,
1499,2003\010010,2003,3,7,8,110,-136,10081,20,100,,
1500,2003\010010,2003,3,7,9,111,-158,10081,360,120,7,
1501,2003\010010,2003,3,7,10,113,-145,10083,10,110,,
1502,2003\010010,2003,3,7,11,113,-167,10083,10,110,,
1503,2003\010010,2003,3,7,12,112,-173,10083,10,90,7,
1504,2003\010010,2003,3,7,13,115,-172,10083,10,100,,
1505,2003\010010,2003,3,7,14,117,-151,10084,360,90,,
1506,2003\010010,2003,3,7,15,118,-168,10082,360,80,7,
1507,2003\010010,2003,3,7,16,124,-166,10082,350,80,,
1508,2003\010010,2003,3,7,17,124,-169,10080,350,90,,
1509,2003\010010,2003,3,7,18,125,-164,10079,340,90,9,
1510,2003\010010,2003,3,7,19,124,-177,10079,330,90,,
1511,2003\010010,2003,3,7,20,128,-162,10076,360,70,,
1512,2003\010010,2003,3,7,21,125,-160,10070,350,60,,
1513,2003\010010,2003,3,7,22,124,-140,10064,280,60,,
1514,2003\010010,2003,3,7,23,123,-136,10056,350,90,,
1515,2003\010010,2003,3,8,0,118,-132,10051,290,80,7,8
1516,2003\010010,2003,3,8,1,108,-124,10049,340,100,,
1517,2003\010010,2003,3,8,2,-96,-113,10046,340,100,,
1518,2003\010010,2003,3,8,3,-96,-119,10050,350,90,,
1519,2003\010010,2003,3,8,4,102,-125,10052,340,100,,
1520,2003\010010,2003,3,8,5,103,-126,10052,350,110,,
1521,2003\010010,2003,3,8,6,103,-138,10050,340,110,7,
1522,2003\010010,2003,3,8,7,107,-132,10057,350,90,,
1523,2003\010010,2003,3,8,8,107,-139,10057,340,120,,
1524,2003\010010,2003,3,8,9,104,-133,10055,350,130,5,
1525,2003\010010,2003,3,8,10,106,-162,10060,340,120,,
1526,2003\010010,2003,3,8,11,106,-157,10063,340,110,,
1527,2003\010010,2003,3,8,12,103,-157,10063,340,100,6,
1528,2003\010010,2003,3,8,13,103,-146,10062,340,90,,
1529,2003\010010,2003,3,8,14,111,-136,10064,360,100,,
1530,2003\010010,2003,3,8,15,107,-155,10063,350,90,6,
1531,2003\010010,2003,3,8,16,108,-171,10061,340,80,,
1532,2003\010010,2003,3,8,17,110,-159,10058,340,90,,
1533,2003\010010,2003,3,8,18,110,-149,,340,60,7,
1534,2003\010010,2003,3,8,19,108,-161,10054,350,70,,
1535,2003\010010,2003,3,8,20,110,-147,10057,330,60,,
1536,2003\010010,2003,3,8,21,110,-155,10056,290,50,,
1537,2003\010010,2003,3,8,22,111,-149,10053,360,80,,
1538,2003\010010,2003,3,8,23,111,-140,10051,360,70,,
1539,2003\010010,2003,3,9,0,108,-172,10049,350,60,6,3
1540,2003\010010,2003,3,9,1,109,-155,10049,350,70,,
1541,2003\010010,2003,3,9,2,109,-151,10049,350,70,,
1542,2003\010010,2003,3,9,3,112,-147,10049,360,70,,
1543,2003\010010,2003,3,9,4,115,-152,10046,340,90,,
1544,2003\010010,2003,3,9,5,114,-143,10043,350,70,,
1545,2003\010010,2003,3,9,6,111,-165,10040,350,70,7,
1546,2003\010010,2003,3,9,7,115,-150,10037,350,70,,
1547,2003\010010,2003,3,9,8,114,-153,10036,340,90,,
1548,2003\010010,2003,3,9,9,114,-145,10035,340,70,9,
1549,2003\010010,2003,3,9,10,113,-146,10031,350,80,,
1550,2003\010010,2003,3,9,11,110,-151,10029,340,80,,
1551,2003\010010,2003,3,9,12,110,-141,10028,340,80,7,5
1552,2003\010010,2003,3,9,13,112,-138,10024,340,80,,
1553,2003\010010,2003,3,9,14,109,-165,10020,360,70,,
1554,2003\010010,2003,3,9,15,112,-149,10013,350,70,7,
1555,2003\010010,2003,3,9,16,107,-158,10007,360,50,,
1556,2003\010010,2003,3,9,17,110,-149,10003,350,60,,
1557,2003\010010,2003,3,9,18,108,-156,9997,350,70,8,
1558,2003\010010,2003,3,9,19,108,-150,9990,350,70,,
1559,2003\010010,2003,3,9,20,109,-141,9983,340,60,,
1560,2003\010010,2003,3,9,21,112,-138,9977,340,50,,
1561,2003\010010,2003,3,9,22,108,-164,9968,330,60,,
1562,2003\010010,2003,3,9,23,109,-160,9960,350,60,,
1563,2003\010010,2003,3,10,0,107,-157,9953,350,60,8,
1564,2003\010010,2003,3,10,1,102,-144,9941,360,60,,
1565,2003\010010,2003,3,10,2,-92,-126,9929,350,70,,
1566,2003\010010,2003,3,10,3,-87,-116,9923,360,80,,
1567,2003\010010,2003,3,10,4,-78,-110,9916,360,40,,
1568,2003\010010,2003,3,10,5,-69,-100,9907,350,70,,
1569,2003\010010,2003,3,10,6,-67,-93,9906,360,90,7,
1570,2003\010010,2003,3,10,7,-63,-92,9907,350,80,,
1571,2003\010010,2003,3,10,8,-61,-86,9910,360,70,,
1572,2003\010010,2003,3,10,9,-59,-88,9911,360,110,7,
1573,2003\010010,2003,3,10,10,-61,-87,9917,360,100,,
1574,2003\010010,2003,3,10,11,-60,-86,9922,360,90,,
1575,2003\010010,2003,3,10,12,-61,-87,9928,340,90,8,
1576,2003\010010,2003,3,10,13,-62,-90,9935,340,90,,
1577,2003\010010,2003,3,10,14,-62,-90,9941,350,80,,
1578,2003\010010,2003,3,10,15,-60,-91,9945,360,70,7,
1579,2003\010010,2003,3,10,16,-59,-90,9951,350,80,,
1580,2003\010010,2003,3,10,17,-62,-85,9954,350,90,,
1581,2003\010010,2003,3,10,18,-68,-89,9958,330,100,6,
1582,2003\010010,2003,3,10,19,-66,-99,9969,340,80,,
1583,2003\010010,2003,3,10,20,-71,-108,9978,340,80,,
1584,2003\010010,2003,3,10,21,-77,-111,9982,350,100,,
1585,2003\010010,2003,3,10,22,-77,-115,9988,350,80,,
1586,2003\010010,2003,3,10,23,-81,-116,9994,350,90,,
1587,2003\010010,2003,3,11,0,-83,-124,9997,340,80,7,
1588,2003\010010,2003,3,11,1,-84,-128,10002,340,70,,
1589,2003\010010,2003,3,11,2,-87,-136,10007,330,60,,
1590,2003\010010,2003,3,11,3,-89,-132,10009,330,30,,
1591,2003\010010,2003,3,11,4,-93,-135,10013,350,60,,
1592,2003\010010,2003,3,11,5,100,-129,10014,360,90,,
1593,2003\010010,2003,3,11,6,109,-134,10018,360,80,8,
1594,2003\010010,2003,3,11,7,111,-149,10025,360,90,,
1595,2003\010010,2003,3,11,8,121,-152,10033,340,100,,
1596,2003\010010,2003,3,11,9,126,-157,10039,340,80,7,
1597,2003\010010,2003,3,11,10,131,-163,10046,340,90,,
1598,2003\010010,2003,3,11,11,136,-168,10055,350,100,,
1599,2003\010010,2003,3,11,12,137,-182,10062,350,110,7,
1600,2003\010010,2003,3,11,13,137,-175,10067,340,110,,
1601,2003\010010,2003,3,11,14,136,-183,10075,340,110,,
1602,2003\010010,2003,3,11,15,135,-187,10082,340,100,7,
1603,2003\010010,2003,3,11,16,136,-185,10088,350,110,,
1604,2003\010010,2003,3,11,17,135,-183,10091,350,100,,
1605,2003\010010,2003,3,11,18,133,-182,10101,350,80,6,
1606,2003\010010,2003,3,11,19,131,-184,10110,320,50,,
1607,2003\010010,2003,3,11,20,129,-179,10117,20,30,,
1608,2003\010010,2003,3,11,21,129,-175,10111,360,40,,
1609,2003\010010,2003,3,11,22,130,-171,10114,10,30,,
1610,2003\010010,2003,3,11,23,128,-168,10116,250,10,,
1611,2003\010010,2003,3,12,0,127,-164,10107,330,10,8,
1612,2003\010010,2003,3,12,1,123,-158,10101,250,20,,
1613,2003\010010,2003,3,12,2,117,-149,10091,250,30,,
1614,2003\010010,2003,3,12,3,111,-141,10086,210,20,,
1615,2003\010010,2003,3,12,4,108,-137,10080,260,10,,
1616,2003\010010,2003,3,12,5,-95,-121,10077,140,30,,
1617,2003\010010,2003,3,12,6,-88,-114,10072,160,40,8,
1618,2003\010010,2003,3,12,7,-83,-104,10070,160,30,,
1619,2003\010010,2003,3,12,8,-78,,10063,170,30,,
1620,2003\010010,2003,3,12,9,-74,-87,10054,170,10,8,
1621,2003\010010,2003,3,12,10,-63,-73,10042,270,20,,
1622,2003\010010,2003,3,12,11,-46,-57,10027,240,20,,
1623,2003\010010,2003,3,12,12,-31,-40,10002,310,20,9,20
1624,2003\010010,2003,3,12,13,-18,-26,9981,170,10,,
1625,2003\010010,2003,3,12,14,4,-4,9958,210,80,,
1626,2003\010010,2003,3,12,15,39,20,9940,230,150,8,
1627,2003\010010,2003,3,12,16,42,16,9933,240,150,,
1628,2003\010010,2003,3,12,17,40,0,9929,240,160,,
1629,2003\010010,2003,3,12,18,28,-18,9934,240,170,6,
1630,2003\010010,2003,3,12,19,20,-28,9935,240,150,,
1631,2003\010010,2003,3,12,20,13,-39,9941,240,150,,
1632,2003\010010,2003,3,12,21,9,-41,9941,240,150,,
1633,2003\010010,2003,3,12,22,6,-44,9940,230,180,,
1634,2003\010010,2003,3,12,23,5,-46,9941,230,160,,
1635,2003\010010,2003,3,13,0,4,-56,9944,240,150,6,0
1636,2003\010010,2003,3,13,1,1,-55,9948,250,140,,
1637,2003\010010,2003,3,13,2,-1,-50,9951,250,130,,
1638,2003\010010,2003,3,13,3,-3,-47,9956,250,130,,
1639,2003\010010,2003,3,13,4,-5,-59,9966,250,130,,
1640,2003\010010,2003,3,13,5,-9,-71,9972,250,130,,
1641,2003\010010,2003,3,13,6,-11,-71,9982,250,130,5,0
1642,2003\010010,2003,3,13,7,-11,-67,9992,250,130,,
1643,2003\010010,2003,3,13,8,-7,-71,10002,250,110,,
1644,2003\010010,2003,3,13,9,-5,-78,10014,250,120,4,
1645,2003\010010,2003,3,13,10,-6,-66,10022,250,140,,
1646,2003\010010,2003,3,13,11,-9,-59,10026,240,120,,
1647,2003\010010,2003,3,13,13,-7,-97,10027,230,160,,
1648,2003\010010,2003,3,13,14,-8,-83,10025,230,190,,
1649,2003\010010,2003,3,13,15,-10,-73,10034,250,160,7,
1650,2003\010010,2003,3,13,16,-21,-96,10055,240,200,,
1651,2003\010010,2003,3,13,17,-35,-88,10077,240,120,,
1652,2003\010010,2003,3,13,18,-38,-95,10089,250,90,4,
1653,2003\010010,2003,3,13,19,-42,-96,10098,270,70,,
1654,2003\010010,2003,3,13,20,-41,-84,10098,290,80,,
1655,2003\010010,2003,3,13,21,-46,-69,10097,290,60,,
1656,2003\010010,2003,3,13,22,-48,-66,10100,300,90,,
1657,2003\010010,2003,3,13,23,-46,-70,10110,290,40,,
1658,2003\010010,2003,3,14,0,-42,-71,10116,240,50,3,5
1659,2003\010010,2003,3,14,1,-26,-71,10119,250,70,,
1660,2003\010010,2003,3,14,2,-24,-85,10118,250,80,,
1661,2003\010010,2003,3,14,3,-23,-77,10119,250,100,,
1662,2003\010010,2003,3,14,4,-24,-85,10120,260,100,,
1663,2003\010010,2003,3,14,5,-30,-99,10124,260,110,,
1664,2003\010010,2003,3,14,6,-35,-90,10130,250,100,5,
1665,2003\010010,2003,3,14,7,-46,-94,10144,260,90,,
1666,2003\010010,2003,3,14,8,-55,-86,10154,250,90,,
1667,2003\010010,2003,3,14,9,-77,-105,10196,360,80,6,
1668,2003\010010,2003,3,14,10,-86,-131,10221,340,90,,
1669,2003\010010,2003,3,14,11,-83,-134,10245,300,60,,
1670,2003\010010,2003,3,14,12,-77,-138,10261,300,70,3,
1671,2003\010010,2003,3,14,13,-68,-136,10274,280,60,,
1672,2003\010010,2003,3,14,14,-63,-130,10286,270,80,,
1673,2003\010010,2003,3,14,15,-59,-130,10294,280,50,2,
1674,2003\010010,2003,3,14,16,-55,-109,10297,240,40,,
1675,2003\010010,2003,3,14,17,-48,-107,10297,210,30,,
1676,2003\010010,2003,3,14,18,-39,-89,10293,220,80,7,
1677,2003\010010,2003,3,14,19,-31,-74,10287,210,80,,
1678,2003\010010,2003,3,14,20,-16,-44,10278,210,80,,
1679,2003\010010,2003,3,14,21,6,-13,10261,230,120,,
1680,2003\010010,2003,3,14,22,15,-4,10259,230,150,,
1681,2003\010010,2003,3,14,23,18,-1,10263,240,130,,
1682,2003\010010,2003,3,15,0,16,1,10269,250,130,8,10
1683,2003\010010,2003,3,15,1,-1,-12,10278,280,90,,
1684,2003\010010,2003,3,15,2,-7,-26,10281,290,80,,
1685,2003\010010,2003,3,15,3,-14,-39,10286,300,70,,
1686,2003\010010,2003,3,15,4,-20,-41,10291,320,40,,
1687,2003\010010,2003,3,15,5,-22,-43,10294,300,20,,
1688,2003\010010,2003,3,15,6,-24,-44,10296,80,20,7,
1689,2003\010010,2003,3,15,7,-23,-44,10297,330,30,,
1690,2003\010010,2003,3,15,8,-25,-45,10299,290,20,,
1691,2003\010010,2003,3,15,9,-22,-40,10302,100,30,7,
1692,2003\010010,2003,3,15,10,-21,-39,10302,20,10,,
1693,2003\010010,2003,3,15,11,-18,-36,10299,80,10,,
1694,2003\010010,2003,3,15,12,-13,-31,10293,250,10,7,0
1695,2003\010010,2003,3,15,13,-15,-27,10290,220,30,,
1696,2003\010010,2003,3,15,14,-11,-21,10280,240,20,,
1697,2003\010010,2003,3,15,15,-10,-20,10273,210,20,8,
1698,2003\010010,2003,3,15,16,-10,-18,10263,130,30,,
1699,2003\010010,2003,3,15,17,-7,-14,10254,170,20,,
1700,2003\010010,2003,3,15,18,-3,-9,10244,240,20,9,
1701,2003\010010,2003,3,15,19,0,-6,10236,240,20,,
1702,2003\010010,2003,3,15,20,1,-6,10227,210,20,,
1703,2003\010010,2003,3,15,21,1,-6,10218,220,20,,
1704,2003\010010,2003,3,15,22,1,-6,10212,0,0,,
1705,2003\010010,2003,3,15,23,1,-6,10208,20,10,,
1706,2003\010010,2003,3,16,0,0,-6,10203,250,10,9,10
1707,2003\010010,2003,3,16,1,0,-6,10202,70,10,,
1708,2003\010010,2003,3,16,2,-2,-10,10199,260,40,,
1709,2003\010010,2003,3,16,3,1,-13,10202,240,50,,
1710,2003\010010,2003,3,16,4,-5,-17,10202,210,10,,
1711,2003\010010,2003,3,16,5,-11,-20,10198,230,30,,
1712,2003\010010,2003,3,16,6,-12,-20,10202,10,20,6,
1713,2003\010010,2003,3,16,7,-12,-19,10204,70,10,,
1714,2003\010010,2003,3,16,8,-10,-17,10203,260,10,,
1715,2003\010010,2003,3,16,9,5,-3,10201,230,40,7,
1716,2003\010010,2003,3,16,10,14,5,10198,210,60,,
1717,2003\010010,2003,3,16,11,36,9,10196,240,70,,
1718,2003\010010,2003,3,16,12,35,-3,10196,240,110,7,0
1719,2003\010010,2003,3,16,13,31,-3,10195,250,130,,
1720,2003\010010,2003,3,16,14,32,-12,10192,250,120,,
1721,2003\010010,2003,3,16,15,35,-10,10189,250,130,5,
1722,2003\010010,2003,3,16,16,31,9,10193,280,140,,
1723,2003\010010,2003,3,16,17,31,16,10194,260,120,,
1724,2003\010010,2003,3,16,18,33,21,10192,250,140,8,
1725,2003\010010,2003,3,16,19,31,15,10197,250,130,,
1726,2003\010010,2003,3,16,20,30,14,10199,250,140,,
1727,2003\010010,2003,3,16,21,35,17,10206,260,100,,
1728,2003\010010,2003,3,16,22,34,14,10212,270,90,,
1729,2003\010010,2003,3,16,23,34,13,10218,280,120,,
1730,2003\010010,2003,3,17,0,34,12,10221,270,110,6,
1731,2003\010010,2003,3,17,1,40,10,10223,270,60,,
1732,2003\010010,2003,3,17,2,44,12,10221,270,110,,
1733,2003\010010,2003,3,17,3,43,12,10220,280,70,,
1734,2003\010010,2003,3,17,4,39,10,10212,270,70,,
1735,2003\010010,2003,3,17,5,40,12,10212,230,90,,
1736,2003\010010,2003,3,17,6,50,8,10205,240,80,4,0
1737,2003\010010,2003,3,17,7,16,2,10204,250,30,,
1738,2003\010010,2003,3,17,8,65,,,260,120,,
1739,2003\010010,2003,3,17,9,61,12,10191,220,110,4,
1740,2003\010010,2003,3,17,12,28,12,10182,190,80,7,0
1741,2003\010010,2003,3,17,15,66,22,10155,250,100,5,
1742,2003\010010,2003,3,17,18,75,30,10118,260,150,7,0
1743,2003\010010,2003,3,17,21,68,12,10107,260,170,,
1744,2003\010010,2003,3,17,22,40,3,10107,250,180,,
1745,2003\010010,2003,3,17,23,37,-18,10105,250,190,,
1746,2003\010010,2003,3,18,0,27,-21,10112,250,170,7,0
1747,2003\010010,2003,3,18,1,20,-26,10121,260,140,,
1748,2003\010010,2003,3,18,2,16,-29,10129,270,120,,
1749,2003\010010,2003,3,18,3,11,-28,10135,270,120,,
1750,2003\010010,2003,3,18,4,12,-44,10138,280,130,,
1751,2003\010010,2003,3,18,8,6,-55,10169,290,70,,
1752,2003\010010,2003,3,18,9,4,-46,10179,310,60,7,
1753,2003\010010,2003,3,18,10,4,-43,10190,320,80,,
1754,2003\010010,2003,3,18,11,-3,-38,10197,330,90,,
1755,2003\010010,2003,3,18,12,-10,-41,10210,350,80,7,0
1756,2003\010010,2003,3,18,13,-25,-55,10222,350,110,,
1757,2003\010010,2003,3,18,14,-32,-74,10233,340,120,,
1758,2003\010010,2003,3,18,15,-38,-86,10240,350,120,6,
1759,2003\010010,2003,3,18,16,-46,-93,10253,350,120,,
1760,2003\010010,2003,3,18,17,-51,-103,10262,360,120,,
1761,2003\010010,2003,3,18,18,-58,-97,10274,360,120,6,0
1762,2003\010010,2003,3,18,19,-61,-97,10280,340,110,,
1763,2003\010010,2003,3,18,20,-69,-101,10288,340,120,,
1764,2003\010010,2003,3,18,21,-78,-109,10296,350,110,,
1765,2003\010010,2003,3,18,23,-84,-117,10315,10,70,,
1766,2003\010010,2003,3,19,1,-82,-114,10318,10,60,,
1767,2003\010010,2003,3,19,2,-80,-111,10318,360,50,,
1768,2003\010010,2003,3,19,3,-76,-105,10317,360,50,,
1769,2003\010010,2003,3,19,4,-74,-104,10320,230,20,,
1770,2003\010010,2003,3,19,5,-69,-99,10318,200,60,,
1771,2003\010010,2003,3,19,6,-67,-97,10320,210,30,7,0
1772,2003\010010,2003,3,19,7,-68,-99,10321,170,40,,
1773,2003\010010,2003,3,19,8,-66,-96,10321,180,30,,
1774,2003\010010,2003,3,19,9,-63,-91,10315,150,30,7,
1775,2003\010010,2003,3,19,10,-59,-88,10315,170,40,,
1776,2003\010010,2003,3,19,11,-55,-85,10312,180,50,,
1777,2003\010010,2003,3,19,12,-49,-76,10307,160,50,7,
1778,2003\010010,2003,3,19,13,-45,-75,10300,160,50,,
1779,2003\010010,2003,3,19,14,-37,-68,10290,170,50,,
1780,2003\010010,2003,3,19,15,-33,-69,10284,180,70,7,
1781,2003\010010,2003,3,19,16,-26,-60,10273,190,70,,
1782,2003\010010,2003,3,19,17,-21,-54,10261,180,60,,
1783,2003\010010,2003,3,19,18,-15,-46,10250,170,80,7,0
1784,2003\010010,2003,3,19,19,-12,-41,10240,180,80,,
1785,2003\010010,2003,3,19,20,-6,-32,10231,170,70,,
1786,2003\010010,2003,3,19,21,-2,-23,10220,170,60,,
1787,2003\010010,2003,3,19,22,0,-19,10208,150,50,,
1788,2003\010010,2003,3,19,23,4,-16,10189,160,70,,
1789,2003\010010,2003,3,20,0,4,-10,10174,200,90,8,
1790,2003\010010,2003,3,20,1,6,-8,10161,190,50,,
1791,2003\010010,2003,3,20,2,8,-6,10142,70,30,,
1792,2003\010010,2003,3,20,3,10,-2,10121,170,10,,
1793,2003\010010,2003,3,20,4,12,3,10100,220,70,,
1794,2003\010010,2003,3,20,5,13,5,10081,190,110,,
1795,2003\010010,2003,3,20,6,11,4,10069,210,90,8,
1796,2003\010010,2003,3,20,7,12,5,10058,210,70,,
1797,2003\010010,2003,3,20,8,16,9,10053,220,90,,
1798,2003\010010,2003,3,20,9,15,7,10043,210,100,8,
1799,2003\010010,2003,3,20,11,7,1,10032,220,90,,
1800,2003\010010,2003,3,20,12,2,-4,10029,220,60,6,20
1801,2003\010010,2003,3,20,13,2,-4,10020,220,80,,
1802,2003\010010,2003,3,20,14,1,-5,10014,210,70,,
1803,2003\010010,2003,3,20,15,3,-5,10008,220,80,5,
1804,2003\010010,2003,3,20,16,5,-9,9997,220,60,,
1805,2003\010010,2003,3,20,17,4,-20,9996,220,70,,
1806,2003\010010,2003,3,20,18,5,-28,9991,210,50,7,
1807,2003\010010,2003,3,20,20,0,-21,9976,10,30,,
1808,2003\010010,2003,3,20,21,2,-19,9968,210,40,,
1809,2003\010010,2003,3,20,22,0,-13,9960,210,40,,
1810,2003\010010,2003,3,20,23,1,-16,9948,210,30,,
1811,2003\010010,2003,3,21,0,0,-13,9932,210,30,8,
1812,2003\010010,2003,3,21,1,-7,-23,9911,120,10,,
1813,2003\010010,2003,3,21,2,-5,-17,9890,320,10,,
1814,2003\010010,2003,3,21,3,2,-7,9859,110,50,,
1815,2003\010010,2003,3,21,4,11,3,9829,90,70,,
1816,2003\010010,2003,3,21,5,14,6,9807,120,70,,
1817,2003\010010,2003,3,21,6,9,1,9787,180,20,8,
1818,2003\010010,2003,3,21,7,10,3,9770,180,30,,
1819,2003\010010,2003,3,21,8,19,12,9760,210,90,,
1820,2003\010010,2003,3,21,9,43,7,9756,250,100,8,
1821,2003\010010,2003,3,21,10,25,9,9759,210,100,,
1822,2003\010010,2003,3,21,11,40,7,9759,240,90,,
1823,2003\010010,2003,3,21,12,45,-1,9760,240,130,6,20
1824,2003\010010,2003,3,21,13,42,-1,9760,230,140,,
1825,2003\010010,2003,3,21,16,31,0,9758,250,110,,
1826,2003\010010,2003,3,21,17,28,-1,9762,250,120,,
1827,2003\010010,2003,3,21,18,22,-4,9765,260,130,7,
1828,2003\010010,2003,3,21,19,10,-16,9769,260,140,,
1829,2003\010010,2003,3,21,20,-2,-20,9788,280,120,,
1830,2003\010010,2003,3,21,22,-20,-42,9820,290,60,,
1831,2003\010010,2003,3,21,23,-25,-50,9837,270,60,,
1832,2003\010010,2003,3,22,0,-31,-53,9845,300,50,8,
1833,2003\010010,2003,3,22,1,-35,-58,9856,260,40,,
1834,2003\010010,2003,3,22,2,-37,-69,9862,270,50,,
1835,2003\010010,2003,3,22,3,-39,-65,9866,270,20,,
1836,2003\010010,2003,3,22,4,-42,-65,9873,270,20,,
1837,2003\010010,2003,3,22,5,-44,-65,9879,270,30,,
1838,2003\010010,2003,3,22,6,-46,-67,9886,290,30,8,
1839,2003\010010,2003,3,22,7,-49,-72,9892,300,40,,
1840,2003\010010,2003,3,22,8,-51,-75,9902,300,40,,
1841,2003\010010,2003,3,22,9,-52,-80,9913,300,30,7,
1842,2003\010010,2003,3,22,10,-49,-76,9924,260,30,,
1843,2003\010010,2003,3,22,11,-46,-75,9933,310,30,,
1844,2003\010010,2003,3,22,12,-38,-64,9941,180,30,7,
1845,2003\010010,2003,3,22,13,-30,-56,9943,230,30,,
1846,2003\010010,2003,3,22,14,-25,-49,9952,170,20,,
1847,2003\010010,2003,3,22,15,-29,-52,9957,120,10,8,
1848,2003\010010,2003,3,22,16,-28,-46,9960,200,30,,
1849,2003\010010,2003,3,22,17,-30,-43,9968,200,40,,
1850,2003\010010,2003,3,22,18,-29,-43,9968,190,20,8,
1851,2003\010010,2003,3,22,19,-25,-39,9972,160,20,,
1852,2003\010010,2003,3,22,20,-25,-38,9975,350,10,,
1853,2003\010010,2003,3,22,21,-34,-46,9977,360,10,,
1854,2003\010010,2003,3,22,22,-31,-41,9979,320,20,,
1855,2003\010010,2003,3,22,23,-23,-33,9977,0,0,,
1856,2003\010010,2003,3,23,0,-15,-24,9976,0,0,8,
1857,2003\010010,2003,3,23,1,-15,-24,9972,60,10,,
1858,2003\010010,2003,3,23,2,-18,-28,9966,230,10,,
1859,2003\010010,2003,3,23,3,-9,-18,9962,210,10,,
1860,2003\010010,2003,3,23,4,0,-9,9954,200,20,,
